"CODE","NAME","YEAR","ANTIGEN","ANTIGEN_DESCRIPTION","COVERAGE"
"GTM","Guatemala",1998,"MCV1","Measles-containing vaccine, 1st dose",79
"GIN","Guinea",1998,"MCV1","Measles-containing vaccine, 1st dose",52
"GNB","Guinea-Bissau",1998,"MCV1","Measles-containing vaccine, 1st dose",61
"GUY","Guyana",1998,"MCV1","Measles-containing vaccine, 1st dose",93
"HTI","Haiti",1998,"MCV1","Measles-containing vaccine, 1st dose",53
"HND","Honduras",1998,"MCV1","Measles-containing vaccine, 1st dose",98
"HUN","Hungary",1998,"MCV1","Measles-containing vaccine, 1st dose",99
"ISL","Iceland",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"IND","India",1998,"MCV1","Measles-containing vaccine, 1st dose",53
"IDN","Indonesia",1998,"MCV1","Measles-containing vaccine, 1st dose",77
"IRN","Iran (Islamic Republic of)",1998,"MCV1","Measles-containing vaccine, 1st dose",99
"IRQ","Iraq",1998,"MCV1","Measles-containing vaccine, 1st dose",88
"IRL","Ireland",1998,"MCV1","Measles-containing vaccine, 1st dose",77
"ISR","Israel",1998,"MCV1","Measles-containing vaccine, 1st dose",94
"ITA","Italy",1998,"MCV1","Measles-containing vaccine, 1st dose",55
"JAM","Jamaica",1998,"MCV1","Measles-containing vaccine, 1st dose",88
"JPN","Japan",1998,"MCV1","Measles-containing vaccine, 1st dose",95
"JOR","Jordan",1998,"MCV1","Measles-containing vaccine, 1st dose",93
"KAZ","Kazakhstan",1998,"MCV1","Measles-containing vaccine, 1st dose",99
"KEN","Kenya",1998,"MCV1","Measles-containing vaccine, 1st dose",90
"KIR","Kiribati",1998,"MCV1","Measles-containing vaccine, 1st dose",77
"KWT","Kuwait",1998,"MCV1","Measles-containing vaccine, 1st dose",99
"KGZ","Kyrgyzstan",1998,"MCV1","Measles-containing vaccine, 1st dose",98
"LAO","Lao People's Democratic Republic",1998,"MCV1","Measles-containing vaccine, 1st dose",71
"LVA","Latvia",1998,"MCV1","Measles-containing vaccine, 1st dose",97
"LBN","Lebanon",1998,"MCV1","Measles-containing vaccine, 1st dose",83
"LSO","Lesotho",1998,"MCV1","Measles-containing vaccine, 1st dose",79
"LBR","Liberia",1998,"MCV1","Measles-containing vaccine, 1st dose",NA
"LBY","Libya",1998,"MCV1","Measles-containing vaccine, 1st dose",92
"LTU","Lithuania",1998,"MCV1","Measles-containing vaccine, 1st dose",97
"LUX","Luxembourg",1998,"MCV1","Measles-containing vaccine, 1st dose",92
"MDG","Madagascar",1998,"MCV1","Measles-containing vaccine, 1st dose",51
"MWI","Malawi",1998,"MCV1","Measles-containing vaccine, 1st dose",90
"MYS","Malaysia",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"MDV","Maldives",1998,"MCV1","Measles-containing vaccine, 1st dose",98
"MLI","Mali",1998,"MCV1","Measles-containing vaccine, 1st dose",54
"MLT","Malta",1998,"MCV1","Measles-containing vaccine, 1st dose",60
"MHL","Marshall Islands",1998,"MCV1","Measles-containing vaccine, 1st dose",93
"MRT","Mauritania",1998,"MCV1","Measles-containing vaccine, 1st dose",62
"MUS","Mauritius",1998,"MCV1","Measles-containing vaccine, 1st dose",85
"MEX","Mexico",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"FSM","Micronesia (Federated States of)",1998,"MCV1","Measles-containing vaccine, 1st dose",82
"MCO","Monaco",1998,"MCV1","Measles-containing vaccine, 1st dose",99
"MNG","Mongolia",1998,"MCV1","Measles-containing vaccine, 1st dose",93
"MAR","Morocco",1998,"MCV1","Measles-containing vaccine, 1st dose",91
"MOZ","Mozambique",1998,"MCV1","Measles-containing vaccine, 1st dose",64
"MMR","Myanmar",1998,"MCV1","Measles-containing vaccine, 1st dose",89
"NAM","Namibia",1998,"MCV1","Measles-containing vaccine, 1st dose",64
"NRU","Nauru",1998,"MCV1","Measles-containing vaccine, 1st dose",90
"NPL","Nepal",1998,"MCV1","Measles-containing vaccine, 1st dose",67
"NLD","Netherlands (Kingdom of the)",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"NZL","New Zealand",1998,"MCV1","Measles-containing vaccine, 1st dose",81
"NIC","Nicaragua",1998,"MCV1","Measles-containing vaccine, 1st dose",91
"NER","Niger",1998,"MCV1","Measles-containing vaccine, 1st dose",35
"NGA","Nigeria",1998,"MCV1","Measles-containing vaccine, 1st dose",38
"NIU","Niue",1998,"MCV1","Measles-containing vaccine, 1st dose",99
"MKD","North Macedonia",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"NOR","Norway",1998,"MCV1","Measles-containing vaccine, 1st dose",91
"PSE","occupied Palestinian territory, including east Jerusalem",1998,"MCV1","Measles-containing vaccine, 1st dose",92
"OMN","Oman",1998,"MCV1","Measles-containing vaccine, 1st dose",98
"PAK","Pakistan",1998,"MCV1","Measles-containing vaccine, 1st dose",54
"PLW","Palau",1998,"MCV1","Measles-containing vaccine, 1st dose",74
"PAN","Panama",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"PNG","Papua New Guinea",1998,"MCV1","Measles-containing vaccine, 1st dose",63
"PRY","Paraguay",1998,"MCV1","Measles-containing vaccine, 1st dose",71
"PER","Peru",1998,"MCV1","Measles-containing vaccine, 1st dose",93
"PHL","Philippines",1998,"MCV1","Measles-containing vaccine, 1st dose",80
"POL","Poland",1998,"MCV1","Measles-containing vaccine, 1st dose",97
"PRT","Portugal",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"QAT","Qatar",1998,"MCV1","Measles-containing vaccine, 1st dose",89
"KOR","Republic of Korea",1998,"MCV1","Measles-containing vaccine, 1st dose",85
"MDA","Republic of Moldova",1998,"MCV1","Measles-containing vaccine, 1st dose",93
"ROU","Romania",1998,"MCV1","Measles-containing vaccine, 1st dose",97
"RUS","Russian Federation",1998,"MCV1","Measles-containing vaccine, 1st dose",94
"RWA","Rwanda",1998,"MCV1","Measles-containing vaccine, 1st dose",72
"KNA","Saint Kitts and Nevis",1998,"MCV1","Measles-containing vaccine, 1st dose",99
"LCA","Saint Lucia",1998,"MCV1","Measles-containing vaccine, 1st dose",90
"VCT","Saint Vincent and the Grenadines",1998,"MCV1","Measles-containing vaccine, 1st dose",99
"WSM","Samoa",1998,"MCV1","Measles-containing vaccine, 1st dose",99
"SMR","San Marino",1998,"MCV1","Measles-containing vaccine, 1st dose",99
"STP","Sao Tome and Principe",1998,"MCV1","Measles-containing vaccine, 1st dose",59
"SAU","Saudi Arabia",1998,"MCV1","Measles-containing vaccine, 1st dose",93
"SEN","Senegal",1998,"MCV1","Measles-containing vaccine, 1st dose",62
"SRB","Serbia",1998,"MCV1","Measles-containing vaccine, 1st dose",88
"SYC","Seychelles",1998,"MCV1","Measles-containing vaccine, 1st dose",93
"SLE","Sierra Leone",1998,"MCV1","Measles-containing vaccine, 1st dose",NA
"SGP","Singapore",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"SVK","Slovakia",1998,"MCV1","Measles-containing vaccine, 1st dose",99
"SVN","Slovenia",1998,"MCV1","Measles-containing vaccine, 1st dose",93
"SLB","Solomon Islands",1998,"MCV1","Measles-containing vaccine, 1st dose",66
"SOM","Somalia",1998,"MCV1","Measles-containing vaccine, 1st dose",32
"ZAF","South Africa",1998,"MCV1","Measles-containing vaccine, 1st dose",79
"ESP","Spain",1998,"MCV1","Measles-containing vaccine, 1st dose",93
"LKA","Sri Lanka",1998,"MCV1","Measles-containing vaccine, 1st dose",94
"SDN","Sudan",1998,"MCV1","Measles-containing vaccine, 1st dose",49
"SUR","Suriname",1998,"MCV1","Measles-containing vaccine, 1st dose",82
"SWE","Sweden",1998,"MCV1","Measles-containing vaccine, 1st dose",94
"CHE","Switzerland",1998,"MCV1","Measles-containing vaccine, 1st dose",81
"SYR","Syrian Arab Republic",1998,"MCV1","Measles-containing vaccine, 1st dose",87
"TJK","Tajikistan",1998,"MCV1","Measles-containing vaccine, 1st dose",83
"THA","Thailand",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"TGO","Togo",1998,"MCV1","Measles-containing vaccine, 1st dose",40
"TON","Tonga",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"TTO","Trinidad and Tobago",1998,"MCV1","Measles-containing vaccine, 1st dose",90
"TUN","Tunisia",1998,"MCV1","Measles-containing vaccine, 1st dose",94
"TUR","Türkiye",1998,"MCV1","Measles-containing vaccine, 1st dose",81
"TKM","Turkmenistan",1998,"MCV1","Measles-containing vaccine, 1st dose",99
"TUV","Tuvalu",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"UGA","Uganda",1998,"MCV1","Measles-containing vaccine, 1st dose",50
"UKR","Ukraine",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"ARE","United Arab Emirates",1998,"MCV1","Measles-containing vaccine, 1st dose",95
"GBR","United Kingdom of Great Britain and Northern Ireland",1998,"MCV1","Measles-containing vaccine, 1st dose",87
"TZA","United Republic of Tanzania",1998,"MCV1","Measles-containing vaccine, 1st dose",72
"USA","United States of America",1998,"MCV1","Measles-containing vaccine, 1st dose",92
"URY","Uruguay",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"UZB","Uzbekistan",1998,"MCV1","Measles-containing vaccine, 1st dose",95
"VUT","Vanuatu",1998,"MCV1","Measles-containing vaccine, 1st dose",64
"VEN","Venezuela (Bolivarian Republic of)",1998,"MCV1","Measles-containing vaccine, 1st dose",92
"VNM","Viet Nam",1998,"MCV1","Measles-containing vaccine, 1st dose",96
"YEM","Yemen",1998,"MCV1","Measles-containing vaccine, 1st dose",66
"ZMB","Zambia",1998,"MCV1","Measles-containing vaccine, 1st dose",86
"ZWE","Zimbabwe",1998,"MCV1","Measles-containing vaccine, 1st dose",79
"AFG","Afghanistan",1997,"MCV1","Measles-containing vaccine, 1st dose",38
"ALB","Albania",1997,"MCV1","Measles-containing vaccine, 1st dose",95
"DZA","Algeria",1997,"MCV1","Measles-containing vaccine, 1st dose",92
"AND","Andorra",1997,"MCV1","Measles-containing vaccine, 1st dose",90
"AGO","Angola",1997,"MCV1","Measles-containing vaccine, 1st dose",78
"ATG","Antigua and Barbuda",1997,"MCV1","Measles-containing vaccine, 1st dose",93
"ARG","Argentina",1997,"MCV1","Measles-containing vaccine, 1st dose",93
"ARM","Armenia",1997,"MCV1","Measles-containing vaccine, 1st dose",92
"AUS","Australia",1997,"MCV1","Measles-containing vaccine, 1st dose",85
"AUT","Austria",1997,"MCV1","Measles-containing vaccine, 1st dose",90
"AZE","Azerbaijan",1997,"MCV1","Measles-containing vaccine, 1st dose",66
"BHS","Bahamas",1997,"MCV1","Measles-containing vaccine, 1st dose",93
"BHR","Bahrain",1997,"MCV1","Measles-containing vaccine, 1st dose",94
"BGD","Bangladesh",1997,"MCV1","Measles-containing vaccine, 1st dose",72
"BRB","Barbados",1997,"MCV1","Measles-containing vaccine, 1st dose",92
"BLR","Belarus",1997,"MCV1","Measles-containing vaccine, 1st dose",97
"BEL","Belgium",1997,"MCV1","Measles-containing vaccine, 1st dose",76
"BLZ","Belize",1997,"MCV1","Measles-containing vaccine, 1st dose",85
"BEN","Benin",1997,"MCV1","Measles-containing vaccine, 1st dose",66
"BTN","Bhutan",1997,"MCV1","Measles-containing vaccine, 1st dose",84
"BOL","Bolivia (Plurinational State of)",1997,"MCV1","Measles-containing vaccine, 1st dose",51
"BIH","Bosnia and Herzegovina",1997,"MCV1","Measles-containing vaccine, 1st dose",86
"BWA","Botswana",1997,"MCV1","Measles-containing vaccine, 1st dose",89
"BRA","Brazil",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"BRN","Brunei Darussalam",1997,"MCV1","Measles-containing vaccine, 1st dose",98
"BGR","Bulgaria",1997,"MCV1","Measles-containing vaccine, 1st dose",93
"BFA","Burkina Faso",1997,"MCV1","Measles-containing vaccine, 1st dose",41
"BDI","Burundi",1997,"MCV1","Measles-containing vaccine, 1st dose",77
"CPV","Cabo Verde",1997,"MCV1","Measles-containing vaccine, 1st dose",83
"KHM","Cambodia",1997,"MCV1","Measles-containing vaccine, 1st dose",50
"CMR","Cameroon",1997,"MCV1","Measles-containing vaccine, 1st dose",43
"CAN","Canada",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"CAF","Central African Republic",1997,"MCV1","Measles-containing vaccine, 1st dose",42
"TCD","Chad",1997,"MCV1","Measles-containing vaccine, 1st dose",30
"CHL","Chile",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"CHN","China",1997,"MCV1","Measles-containing vaccine, 1st dose",83
"COL","Colombia",1997,"MCV1","Measles-containing vaccine, 1st dose",80
"COM","Comoros",1997,"MCV1","Measles-containing vaccine, 1st dose",49
"COG","Congo",1997,"MCV1","Measles-containing vaccine, 1st dose",18
"COK","Cook Islands",1997,"MCV1","Measles-containing vaccine, 1st dose",88
"CRI","Costa Rica",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"CIV","Côte d'Ivoire",1997,"MCV1","Measles-containing vaccine, 1st dose",68
"HRV","Croatia",1997,"MCV1","Measles-containing vaccine, 1st dose",91
"CUB","Cuba",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"CYP","Cyprus",1997,"MCV1","Measles-containing vaccine, 1st dose",90
"CZE","Czechia",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"PRK","Democratic People's Republic of Korea",1997,"MCV1","Measles-containing vaccine, 1st dose",34
"COD","Democratic Republic of the Congo",1997,"MCV1","Measles-containing vaccine, 1st dose",20
"DNK","Denmark",1997,"MCV1","Measles-containing vaccine, 1st dose",84
"DJI","Djibouti",1997,"MCV1","Measles-containing vaccine, 1st dose",31
"DMA","Dominica",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"DOM","Dominican Republic",1997,"MCV1","Measles-containing vaccine, 1st dose",79
"ECU","Ecuador",1997,"MCV1","Measles-containing vaccine, 1st dose",77
"EGY","Egypt",1997,"MCV1","Measles-containing vaccine, 1st dose",92
"SLV","El Salvador",1997,"MCV1","Measles-containing vaccine, 1st dose",98
"GNQ","Equatorial Guinea",1997,"MCV1","Measles-containing vaccine, 1st dose",82
"ERI","Eritrea",1997,"MCV1","Measles-containing vaccine, 1st dose",73
"EST","Estonia",1997,"MCV1","Measles-containing vaccine, 1st dose",88
"SWZ","Eswatini",1997,"MCV1","Measles-containing vaccine, 1st dose",92
"ETH","Ethiopia",1997,"MCV1","Measles-containing vaccine, 1st dose",51
"FJI","Fiji",1997,"MCV1","Measles-containing vaccine, 1st dose",75
"FIN","Finland",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"FRA","France",1997,"MCV1","Measles-containing vaccine, 1st dose",83
"GAB","Gabon",1997,"MCV1","Measles-containing vaccine, 1st dose",56
"GMB","Gambia",1997,"MCV1","Measles-containing vaccine, 1st dose",91
"GEO","Georgia",1997,"MCV1","Measles-containing vaccine, 1st dose",69
"DEU","Germany",1997,"MCV1","Measles-containing vaccine, 1st dose",91
"GHA","Ghana",1997,"MCV1","Measles-containing vaccine, 1st dose",73
"GRC","Greece",1997,"MCV1","Measles-containing vaccine, 1st dose",90
"GRD","Grenada",1997,"MCV1","Measles-containing vaccine, 1st dose",92
"GTM","Guatemala",1997,"MCV1","Measles-containing vaccine, 1st dose",74
"GIN","Guinea",1997,"MCV1","Measles-containing vaccine, 1st dose",56
"GNB","Guinea-Bissau",1997,"MCV1","Measles-containing vaccine, 1st dose",51
"GUY","Guyana",1997,"MCV1","Measles-containing vaccine, 1st dose",82
"HTI","Haiti",1997,"MCV1","Measles-containing vaccine, 1st dose",52
"HND","Honduras",1997,"MCV1","Measles-containing vaccine, 1st dose",89
"HUN","Hungary",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"ISL","Iceland",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"IND","India",1997,"MCV1","Measles-containing vaccine, 1st dose",55
"IDN","Indonesia",1997,"MCV1","Measles-containing vaccine, 1st dose",77
"IRN","Iran (Islamic Republic of)",1997,"MCV1","Measles-containing vaccine, 1st dose",95
"IRQ","Iraq",1997,"MCV1","Measles-containing vaccine, 1st dose",85
"IRL","Ireland",1997,"MCV1","Measles-containing vaccine, 1st dose",77
"ISR","Israel",1997,"MCV1","Measles-containing vaccine, 1st dose",97
"ITA","Italy",1997,"MCV1","Measles-containing vaccine, 1st dose",57
"JAM","Jamaica",1997,"MCV1","Measles-containing vaccine, 1st dose",88
"JPN","Japan",1997,"MCV1","Measles-containing vaccine, 1st dose",94
"JOR","Jordan",1997,"MCV1","Measles-containing vaccine, 1st dose",95
"KAZ","Kazakhstan",1997,"MCV1","Measles-containing vaccine, 1st dose",97
"KEN","Kenya",1997,"MCV1","Measles-containing vaccine, 1st dose",79
"KIR","Kiribati",1997,"MCV1","Measles-containing vaccine, 1st dose",82
"KWT","Kuwait",1997,"MCV1","Measles-containing vaccine, 1st dose",95
"KGZ","Kyrgyzstan",1997,"MCV1","Measles-containing vaccine, 1st dose",98
"LAO","Lao People's Democratic Republic",1997,"MCV1","Measles-containing vaccine, 1st dose",67
"LVA","Latvia",1997,"MCV1","Measles-containing vaccine, 1st dose",97
"LBN","Lebanon",1997,"MCV1","Measles-containing vaccine, 1st dose",89
"LSO","Lesotho",1997,"MCV1","Measles-containing vaccine, 1st dose",80
"LBR","Liberia",1997,"MCV1","Measles-containing vaccine, 1st dose",NA
"LBY","Libya",1997,"MCV1","Measles-containing vaccine, 1st dose",91
"LTU","Lithuania",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"LUX","Luxembourg",1997,"MCV1","Measles-containing vaccine, 1st dose",91
"MDG","Madagascar",1997,"MCV1","Measles-containing vaccine, 1st dose",46
"MWI","Malawi",1997,"MCV1","Measles-containing vaccine, 1st dose",87
"MYS","Malaysia",1997,"MCV1","Measles-containing vaccine, 1st dose",98
"MDV","Maldives",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"MLI","Mali",1997,"MCV1","Measles-containing vaccine, 1st dose",56
"MLT","Malta",1997,"MCV1","Measles-containing vaccine, 1st dose",56
"MHL","Marshall Islands",1997,"MCV1","Measles-containing vaccine, 1st dose",52
"MRT","Mauritania",1997,"MCV1","Measles-containing vaccine, 1st dose",64
"MUS","Mauritius",1997,"MCV1","Measles-containing vaccine, 1st dose",87
"MEX","Mexico",1997,"MCV1","Measles-containing vaccine, 1st dose",91
"FSM","Micronesia (Federated States of)",1997,"MCV1","Measles-containing vaccine, 1st dose",74
"MCO","Monaco",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"MNG","Mongolia",1997,"MCV1","Measles-containing vaccine, 1st dose",91
"MAR","Morocco",1997,"MCV1","Measles-containing vaccine, 1st dose",92
"MOZ","Mozambique",1997,"MCV1","Measles-containing vaccine, 1st dose",61
"MMR","Myanmar",1997,"MCV1","Measles-containing vaccine, 1st dose",88
"NAM","Namibia",1997,"MCV1","Measles-containing vaccine, 1st dose",59
"NRU","Nauru",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"NPL","Nepal",1997,"MCV1","Measles-containing vaccine, 1st dose",73
"NLD","Netherlands (Kingdom of the)",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"NZL","New Zealand",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"NIC","Nicaragua",1997,"MCV1","Measles-containing vaccine, 1st dose",86
"NER","Niger",1997,"MCV1","Measles-containing vaccine, 1st dose",35
"NGA","Nigeria",1997,"MCV1","Measles-containing vaccine, 1st dose",38
"NIU","Niue",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"MKD","North Macedonia",1997,"MCV1","Measles-containing vaccine, 1st dose",98
"NOR","Norway",1997,"MCV1","Measles-containing vaccine, 1st dose",93
"PSE","occupied Palestinian territory, including east Jerusalem",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"OMN","Oman",1997,"MCV1","Measles-containing vaccine, 1st dose",98
"PAK","Pakistan",1997,"MCV1","Measles-containing vaccine, 1st dose",52
"PLW","Palau",1997,"MCV1","Measles-containing vaccine, 1st dose",83
"PAN","Panama",1997,"MCV1","Measles-containing vaccine, 1st dose",92
"PNG","Papua New Guinea",1997,"MCV1","Measles-containing vaccine, 1st dose",50
"PRY","Paraguay",1997,"MCV1","Measles-containing vaccine, 1st dose",61
"PER","Peru",1997,"MCV1","Measles-containing vaccine, 1st dose",91
"PHL","Philippines",1997,"MCV1","Measles-containing vaccine, 1st dose",79
"POL","Poland",1997,"MCV1","Measles-containing vaccine, 1st dose",97
"PRT","Portugal",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"QAT","Qatar",1997,"MCV1","Measles-containing vaccine, 1st dose",87
"KOR","Republic of Korea",1997,"MCV1","Measles-containing vaccine, 1st dose",85
"MDA","Republic of Moldova",1997,"MCV1","Measles-containing vaccine, 1st dose",95
"ROU","Romania",1997,"MCV1","Measles-containing vaccine, 1st dose",97
"RUS","Russian Federation",1997,"MCV1","Measles-containing vaccine, 1st dose",91
"RWA","Rwanda",1997,"MCV1","Measles-containing vaccine, 1st dose",66
"KNA","Saint Kitts and Nevis",1997,"MCV1","Measles-containing vaccine, 1st dose",97
"LCA","Saint Lucia",1997,"MCV1","Measles-containing vaccine, 1st dose",95
"VCT","Saint Vincent and the Grenadines",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"WSM","Samoa",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"SMR","San Marino",1997,"MCV1","Measles-containing vaccine, 1st dose",98
"STP","Sao Tome and Principe",1997,"MCV1","Measles-containing vaccine, 1st dose",60
"SAU","Saudi Arabia",1997,"MCV1","Measles-containing vaccine, 1st dose",92
"SEN","Senegal",1997,"MCV1","Measles-containing vaccine, 1st dose",65
"SRB","Serbia",1997,"MCV1","Measles-containing vaccine, 1st dose",92
"SYC","Seychelles",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"SLE","Sierra Leone",1997,"MCV1","Measles-containing vaccine, 1st dose",NA
"SGP","Singapore",1997,"MCV1","Measles-containing vaccine, 1st dose",98
"SVK","Slovakia",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"SVN","Slovenia",1997,"MCV1","Measles-containing vaccine, 1st dose",82
"SLB","Solomon Islands",1997,"MCV1","Measles-containing vaccine, 1st dose",68
"SOM","Somalia",1997,"MCV1","Measles-containing vaccine, 1st dose",25
"ZAF","South Africa",1997,"MCV1","Measles-containing vaccine, 1st dose",82
"ESP","Spain",1997,"MCV1","Measles-containing vaccine, 1st dose",93
"LKA","Sri Lanka",1997,"MCV1","Measles-containing vaccine, 1st dose",94
"SDN","Sudan",1997,"MCV1","Measles-containing vaccine, 1st dose",58
"SUR","Suriname",1997,"MCV1","Measles-containing vaccine, 1st dose",79
"SWE","Sweden",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"CHE","Switzerland",1997,"MCV1","Measles-containing vaccine, 1st dose",83
"SYR","Syrian Arab Republic",1997,"MCV1","Measles-containing vaccine, 1st dose",84
"TJK","Tajikistan",1997,"MCV1","Measles-containing vaccine, 1st dose",84
"THA","Thailand",1997,"MCV1","Measles-containing vaccine, 1st dose",93
"TGO","Togo",1997,"MCV1","Measles-containing vaccine, 1st dose",43
"TON","Tonga",1997,"MCV1","Measles-containing vaccine, 1st dose",97
"TTO","Trinidad and Tobago",1997,"MCV1","Measles-containing vaccine, 1st dose",88
"TUN","Tunisia",1997,"MCV1","Measles-containing vaccine, 1st dose",92
"TUR","Türkiye",1997,"MCV1","Measles-containing vaccine, 1st dose",79
"TKM","Turkmenistan",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"TUV","Tuvalu",1997,"MCV1","Measles-containing vaccine, 1st dose",99
"UGA","Uganda",1997,"MCV1","Measles-containing vaccine, 1st dose",54
"UKR","Ukraine",1997,"MCV1","Measles-containing vaccine, 1st dose",97
"ARE","United Arab Emirates",1997,"MCV1","Measles-containing vaccine, 1st dose",95
"GBR","United Kingdom of Great Britain and Northern Ireland",1997,"MCV1","Measles-containing vaccine, 1st dose",91
"TZA","United Republic of Tanzania",1997,"MCV1","Measles-containing vaccine, 1st dose",73
"USA","United States of America",1997,"MCV1","Measles-containing vaccine, 1st dose",91
"URY","Uruguay",1997,"MCV1","Measles-containing vaccine, 1st dose",92
"UZB","Uzbekistan",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"VUT","Vanuatu",1997,"MCV1","Measles-containing vaccine, 1st dose",65
"VEN","Venezuela (Bolivarian Republic of)",1997,"MCV1","Measles-containing vaccine, 1st dose",68
"VNM","Viet Nam",1997,"MCV1","Measles-containing vaccine, 1st dose",96
"YEM","Yemen",1997,"MCV1","Measles-containing vaccine, 1st dose",41
"ZMB","Zambia",1997,"MCV1","Measles-containing vaccine, 1st dose",86
"ZWE","Zimbabwe",1997,"MCV1","Measles-containing vaccine, 1st dose",84
"AFG","Afghanistan",1996,"MCV1","Measles-containing vaccine, 1st dose",42
"ALB","Albania",1996,"MCV1","Measles-containing vaccine, 1st dose",92
"DZA","Algeria",1996,"MCV1","Measles-containing vaccine, 1st dose",90
"AGO","Angola",1996,"MCV1","Measles-containing vaccine, 1st dose",62
"ATG","Antigua and Barbuda",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"ARG","Argentina",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"ARM","Armenia",1996,"MCV1","Measles-containing vaccine, 1st dose",89
"AUS","Australia",1996,"MCV1","Measles-containing vaccine, 1st dose",87
"AUT","Austria",1996,"MCV1","Measles-containing vaccine, 1st dose",87
"AZE","Azerbaijan",1996,"MCV1","Measles-containing vaccine, 1st dose",65
"BHS","Bahamas",1996,"MCV1","Measles-containing vaccine, 1st dose",92
"BHR","Bahrain",1996,"MCV1","Measles-containing vaccine, 1st dose",95
"BGD","Bangladesh",1996,"MCV1","Measles-containing vaccine, 1st dose",69
"BRB","Barbados",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"BLR","Belarus",1996,"MCV1","Measles-containing vaccine, 1st dose",96
"BEL","Belgium",1996,"MCV1","Measles-containing vaccine, 1st dose",73
"BLZ","Belize",1996,"MCV1","Measles-containing vaccine, 1st dose",81
"BEN","Benin",1996,"MCV1","Measles-containing vaccine, 1st dose",60
"BTN","Bhutan",1996,"MCV1","Measles-containing vaccine, 1st dose",85
"BOL","Bolivia (Plurinational State of)",1996,"MCV1","Measles-containing vaccine, 1st dose",61
"BIH","Bosnia and Herzegovina",1996,"MCV1","Measles-containing vaccine, 1st dose",70
"BWA","Botswana",1996,"MCV1","Measles-containing vaccine, 1st dose",89
"BRA","Brazil",1996,"MCV1","Measles-containing vaccine, 1st dose",80
"BRN","Brunei Darussalam",1996,"MCV1","Measles-containing vaccine, 1st dose",99
"BGR","Bulgaria",1996,"MCV1","Measles-containing vaccine, 1st dose",95
"BFA","Burkina Faso",1996,"MCV1","Measles-containing vaccine, 1st dose",40
"BDI","Burundi",1996,"MCV1","Measles-containing vaccine, 1st dose",79
"CPV","Cabo Verde",1996,"MCV1","Measles-containing vaccine, 1st dose",84
"KHM","Cambodia",1996,"MCV1","Measles-containing vaccine, 1st dose",56
"CMR","Cameroon",1996,"MCV1","Measles-containing vaccine, 1st dose",39
"CAN","Canada",1996,"MCV1","Measles-containing vaccine, 1st dose",97
"CAF","Central African Republic",1996,"MCV1","Measles-containing vaccine, 1st dose",44
"TCD","Chad",1996,"MCV1","Measles-containing vaccine, 1st dose",22
"CHL","Chile",1996,"MCV1","Measles-containing vaccine, 1st dose",93
"CHN","China",1996,"MCV1","Measles-containing vaccine, 1st dose",84
"COL","Colombia",1996,"MCV1","Measles-containing vaccine, 1st dose",90
"COM","Comoros",1996,"MCV1","Measles-containing vaccine, 1st dose",43
"COG","Congo",1996,"MCV1","Measles-containing vaccine, 1st dose",42
"COK","Cook Islands",1996,"MCV1","Measles-containing vaccine, 1st dose",72
